	sample_name	raw_contigs	post_qc_absolute_seqs	post_qc_unique_seqs	post_taxa_id_absolute_symbiodinium_seqs	post_taxa_id_unique_symbiodinium_seqs	size_screening_violation_absolute	size_screening_violation_unique	post_taxa_id_absolute_non_symbiodinium_seqs	post_taxa_id_unique_non_symbiodinium_seqs	post_med_absolute	post_med_unique	noName Clade A	noName Clade B	noName Clade C	noName Clade D	noName Clade E	noName Clade F	noName Clade G	noName Clade H	noName Clade I	A1	A1g	A1l	A1ds	A1z	A1cr	A1o	A1dr	A1dp	A1p	A1dq	A1dm	A1dn	A1bh	70739_A	A1do	70740_A	70738_A	A1dl	A1du	A1dx	4527_A	10098_A	10096_A	8504_A	30814_A	9390_A	70742_A	70741_A	70736_A	10672_A	10539_A	54515_A	54877_A	54878_A	54511_A	7561_A	8177_A	60672_A	1090_A	54512_A	1438_A	1068_A	54897_A	54921_A	10929_A	C15h	C15ao	C15t	C15as	C15at	10939_C	D4	D1	D4c
45900	S5_E_ST_30B	3.2300157977883095	1.012954186413902	0.012322274881516588	1.012954186413902	0.012322274881516588	0.0	0.0	0.0	0.0	1.0	0.0014218009478672985	0	0	0	0	0	0	0	0	0	0.13175355450236967	0.29368088467614534	0.17440758293838862	0	0	0.09431279620853081	0.0867298578199052	0	0.08562401263823065	0.05055292259083728	0.05023696682464455	0	0.032701421800947865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45818	S6_E_ST__39B	1.7373496069148242	1.011901142335925	0.022455805064500716	1.011901142335925	0.022455805064500716	0.0	0.0	0.0	0.0	1.0	0.00043434826043521694	0	0	0	0	0	0	0	0	0	0.22364591929809322	0.2619988706945229	0.10598097554619294	0	0	0.11184467706206837	0.10619814967641054	0	0.06680276245493637	0.03883073448290839	0.03301046779307649	0	0.051687442991790816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45877	S1_E_ST_33B	3.053671946589868	1.0145306977353057	0.013745254614478335	1.0145306977353057	0.013745254614478335	0.0	0.0	0.0	0.0	1.0	0.0011781646812410002	0	0	0	0	0	0	0	0	0	0.16795392067024478	0.288650346904045	0.17070297159314046	0	0	0.09674041104856657	0.07618798272025135	0	0.0645372430946459	0.05825369812802723	0.042021206964262335	0	0.034952218876816335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45775	S2_E_LT_31A	1.7217272822555287	1.0200188659469658	0.021381406561157112	1.0200188659469658	0.021381406561157112	0.0	0.0	0.0	0.0	1.0	0.0005240540823813018	0	0	0	0	0	0	0	0	0	0.13158998008594486	0.32517555811759774	0.2007651189602767	0	0	0.0786605177654334	0.06440624672466198	0	0.07829367990776648	0.049470705376794884	0.04166229954931349	0	0.02997589351221046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45808	S5_E_ST_39B	1.7798331346841478	1.0235518474374254	0.021930870083432658	1.0235518474374254	0.021930870083432658	0.0	0.0	0.0	0.0	1.0	0.00042908224076281285	0	0	0	0	0	0	0	0	0	0.18174016686531586	0.2568772348033373	0.12371871275327771	0	0	0.11866507747318236	0.10436233611442193	0	0.07618593563766389	0.047485101311084625	0.040476758045292015	0	0.050488676996424314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45913	S7_E_ST_33B	3.0397626112759646	1.018278931750742	0.012106824925816023	1.0179228486646885	0.01198813056379822	0.0	0.0	0.0003560830860534125	0.00011869436201780416	1.0	0.0010682492581602374	0	0	0	0	0	0	0	0	0	0.12451038575667656	0.2802373887240356	0.20629080118694362	0	0	0.08605341246290801	0.0883086053412463	0	0.08403560830860535	0.04688427299703264	0.052700296735905046	0	0.030979228486646884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45765	S1_E_LT_31A	1.6603428126217374	1.022789248149591	0.021386832878846903	1.022789248149591	0.021386832878846903	0.0	0.0	0.0	0.0	1.0	0.0003506038176860148	0	0	0	0	0	0	0	0	0	0.1995714842228282	0.3040124659135177	0.17354888975457733	0	0	0.07666536813400857	0.0555512271133619	0	0.05870666147253603	0.06342033502142579	0.03467082197117258	0	0.033852746396571876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45814	S6_E_field	1.7692937145195111	1.014729197565591	0.02035493274689306	1.014729197565591	0.02035493274689306	0.0	0.0	0.0	0.0	1.0	0.0005114304710274638	0	0	0	0	0	0	0	0	0	0.14483710939497776	0.32071804838132256	0.17767094563494093	0	0	0.08213573364701068	0.07538485142944816	0	0.07569170971206464	0.04848360865340357	0.043011302613409706	0	0.03206669053342198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45906	S6_E_ST_30B	3.567106395182105	1.0107542299971322	0.010037281330656725	1.0107542299971322	0.010037281330656725	0.0	0.0	0.0	0.0	1.0	0.0014338973329509608	0	0	0	0	0	0	0	0	0	0.15901921422426155	0.29595640952107827	0.13378262116432463	0	0	0.11184399197017493	0.07441927158015486	0	0.08459994264410668	0.04961284772010324	0.049039288786922854	0	0.04172641238887296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45883	S2_E_ST_33B	2.6097194388777556	1.0182865731462927	0.012024048096192385	1.0182865731462927	0.012024048096192385	0.0	0.0	0.0	0.0	1.0	0.0011272545090180361	0	0	0	0	0	0	0	0	0	0.15518537074148298	0.2997244488977956	0.1692134268537074	0	0	0.09619238476953908	0.07765531062124248	0	0.07277054108216433	0.049473947895791584	0.04333667334669339	0	0.03644789579158317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45768	S1_E_ST_39B	1.7071821036106751	1.015894819466248	0.02193877551020408	1.015894819466248	0.02193877551020408	0.0	0.0	0.0	0.0	1.0	0.00043171114599686026	0	0	0	0	0	0	0	0	0	0.26797488226059657	0.23775510204081632	0.0967425431711146	0	0	0.11695447409733124	0.08744113029827316	0	0.05341444270015699	0.054866562009419154	0.033124018838304556	0	0.05172684458398744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45876	S1_E_ST_30B	4.009607686148919	1.0102481985588472	0.01088871096877502	1.0102481985588472	0.01088871096877502	0.0	0.0	0.0	0.0	1.0	0.0014411529223378704	0	0	0	0	0	0	0	0	0	0.17646116893514813	0.300080064051241	0.15596477181745397	0	0	0.09655724579663731	0.0755804643714972	0	0.055884707766212974	0.05380304243394716	0.04803843074459568	0	0.03763010408326661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45774	S2_E_field	1.6909700398072491	1.0184719603324255	0.02199874292897549	1.0184719603324255	0.02199874292897549	0.0	0.0	0.0	0.0	1.0	0.0003491863956980236	0	0	0	0	0	0	0	0	0	0.1405126056288847	0.3241497311264753	0.19180808715692438	0	0	0.08366506040924646	0.0680564285215448	0	0.0725260143864795	0.04672113974439556	0.04242614707730987	0	0.03013478594873944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45912	S7_E_ST_30B	5.531021403413709	1.0089406664860472	0.007315090761311298	1.0089406664860472	0.007315090761311298	0.0	0.0	0.0	0.0	1.0	0.002438363587103766	0	0	0	0	0	0	0	0	0	0.12327282579246816	0.26280140883229475	0.21186670279057165	0	0	0.09536710918450285	0.08940666486047141	0	0.07775670549986453	0.05472771606610675	0.051205635329179086	0	0.03359523164454078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45764	S1_E_field	1.8282323952794708	1.021462845285955	0.02217611204772403	1.021462845285955	0.02217611204772403	0.0	0.0	0.0	0.0	1.0	0.0005835818959927377	0	0	0	0	0	0	0	0	0	0.19465698353002206	0.3042406951108806	0.1710543379587602	0	0	0.07683828297237712	0.05965503825703541	0	0.059330826092595	0.0621838931396706	0.0363117624173259	0	0.03572818052133316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45778	S2_E_ST_39B	1.7951256305095933	1.0155093574694762	0.0205062933107057	1.0155093574694762	0.0205062933107057	0.0	0.0	0.0	0.0	1.0	0.0004714090416254184	0	0	0	0	0	0	0	0	0	0.21958233158911988	0.2562108141234149	0.09654457172488569	0	0	0.12944892283033987	0.09027483147126762	0	0.06340451609861877	0.04869655399990572	0.03827841417998397	0	0.05755904398246359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45902	S5_E_ST_36B	2.3587338804220397	1.0183064297952926	0.01605194336730093	1.0183064297952926	0.01605194336730093	0.0	0.0	0.0	0.0	1.0	0.0008116151140770133	0	0	0	0	0	0	0	0	0	0.1250789070249797	0.2912796464965281	0.1885652448372261	0	0	0.08864640634863379	0.08648209937776175	0	0.08981873929118947	0.047254035530706104	0.048696906844620795	0	0.034178014248354226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45816	S6_E_LT_33A	1.624033687386085	1.0166865690402866	0.022060209917667023	1.0166865690402866	0.022060209917667023	0.0	0.0	0.0	0.0	1.0	0.00031424800452517124	0	0	0	0	0	0	0	0	0	0.14584249890013198	0.3286719879328766	0.1849663754635158	0	0	0.08126453397020929	0.0730312362516498	0	0.07384828106341525	0.04418326943623908	0.03701841493306517	0	0.03117340204889699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45878	S1_E_ST_36B	2.69425	1.0215	0.013875	1.0195	0.013375	0.0	0.0	0.002	0.0005	1.0	0.001125	0	0	0	0	0	0	0	0	0	0.167875	0.290875	0.1525	0	0	0.097125	0.076125	0	0.067625	0.06175	0.045625	0	0.0405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45766	S1_E_LT_33A	1.6934461910519951	1.0135429262394196	0.018863361547763	1.0135429262394196	0.018863361547763	0.0	0.0	0.0	0.0	1.0	0.000532043530834341	0.004014510278113664	0	0	0	0	0	0	0	0	0.14268440145102781	0.31303506650544133	0.19022974607013302	0	0	0.08464328899637243	0.05939540507859734	0	0.07385731559854897	0.05460701330108827	0.045030229746070134	0	0.03250302297460701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004014510278113664	0	0	0	0	0	0	0	0	0
45807	S5_E_LT_35A	1.7565736864386847	1.0230490615739216	0.023801683992661932	1.0230490615739216	0.023801683992661932	0.0	0.0	0.0	0.0	1.0	0.0004703890117126864	0.004233501105414177	0	0	0	0	0	0	0	0	0.19474105084905216	0.26332376875676183	0.16073192530222494	0	0	0.09450115245307869	0.10367373818147609	0	0.0634554776800414	0.04242908885648431	0.03739592643115857	0	0.035514370384307825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004233501105414177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45817	S6_E_LT_35A	1.8491005291005291	1.0197671957671959	0.026582010582010582	1.0184973544973546	0.02637037037037037	0.0	0.0	0.0012698412698412698	0.00021164021164021165	1.0	0.00046560846560846563	0	0	0	0	0	0	0	0	0	0.3214814814814815	0.21993650793650793	0.15678306878306877	0	0.004402116402116402	0.04033862433862434	0.2152804232804233	0	0.013121693121693121	0.00893121693121693	0.007407407407407408	0	0.012317460317460317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45804	S5_E_field	1.8120624354412946	1.0201423160794216	0.019855388499942613	1.0201423160794216	0.019855388499942613	0.0	0.0	0.0	0.0	1.0	0.0006312406748536669	0.004705612303454608	0	0	0	0	0	0	0	0	0.11448410421209687	0.30603695627223687	0.20991621714679215	0	0	0.08028233673820728	0.07626535062550212	0	0.08263514288993458	0.044473774819235624	0.049122001606794446	0	0.03207850338574544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004705612303454608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45806	S5_E_LT_33A	1.7107096645764905	1.0254802428585648	0.02249427689857669	1.0254802428585648	0.02249427689857669	0.0	0.0	0.0	0.0	1.0	0.0004976609933313427	0.005225440429979098	0	0	0	0	0	0	0	0	0.11291927938688166	0.302826714442122	0.22897382303175076	0	0	0.07629143027769483	0.07126505424504827	0	0.08111874191300886	0.04682989947247935	0.04702896386981188	0	0.02752065293122325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005225440429979098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45828	S7_E_ST__39B	1.8193596845366633	1.0250211247770162	0.024880292930241292	1.0250211247770162	0.024880292930241292	0.0	0.0	0.0	0.0	1.0	0.0005163834381748193	0.00474133884142334	0	0	0	0	0	0	0	0	0.17862172565956247	0.2462679560604638	0.15796638813256972	0	0	0.09449816918599192	0.12111538822645761	0	0.07182424185522486	0.043188433010984885	0.04018402027978594	0	0.041075955309360625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474133884142334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005163834381748193	0	0	0	0	0	0	0	0
45805	S5_E_LT_31A	1.6567387879020792	1.017293724299604	0.020752469159525	1.017293724299604	0.020752469159525	0.0	0.0	0.0	0.0	1.0	0.00042273548287921294	0.005610852772760463	0	0	0	0	0	0	0	0	0.1091041850812805	0.31340071480727105	0.21989931209407787	0	0	0.07720687137312171	0.07267207255678106	0	0.08166480919257522	0.04511740517274509	0.04834556704200454	0	0.0269782099073825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005610852772760463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45824	S7_E_field	1.8190022810671427	1.0201328969552712	0.023752851333928394	1.0201328969552712	0.023752851333928394	0.0	0.0	0.0	0.0	1.0	0.0005950609937518596	0.005950609937518596	0	0	0	0	0	0	0	0	0.11797084201130616	0.29252206684518495	0.23420608945750274	0	0	0.07225032232470495	0.07770504810076366	0	0.07745710602003372	0.04631558068035307	0.04864623623921452	0	0.026976098383417635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005950609937518596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45825	S7_E_LT_31A	1.7319843805466808	1.0174451037070846	0.020893554439880318	1.0174451037070846	0.020893554439880318	0.0	0.0	0.0	0.0	1.0	0.0005578376185404939	0.00694761397636797	0	0	0	0	0	0	0	0	0.1111111111111111	0.2927126122014301	0.2309954865865409	0	0	0.07383741569045084	0.07464881586287338	0	0.08423348039961459	0.04553983467721487	0.049951823114762414	0	0.030021806379633857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00694761397636797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45826	S7_E_LT_33A	1.766925837320574	1.0172846889952154	0.021052631578947368	1.0172846889952154	0.021052631578947368	0.0	0.0	0.0	0.0	1.0	0.0006578947368421052	0.008313397129186603	0	0	0	0	0	0	0	0	0.1069976076555024	0.2943181818181818	0.22966507177033493	0	0	0.07583732057416268	0.07278708133971291	0	0.08564593301435407	0.05053827751196172	0.04820574162679426	0	0.027691387559808614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008313397129186603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45827	S7_E_LT_35A	1.837316851795825	1.0221290573540216	0.02420365648096123	1.0221290573540216	0.02420365648096123	0.0	0.0	0.0	0.0	1.0	0.0006050914120240308	0.007131434498854648	0	0.00017288326057829452	0	0	0	0	0	0	0.1840342308855945	0.25396550978951465	0.21299217703245885	0	0	0.06789990059212517	0.1020875653714829	0	0.05774300903315036	0.0432640359597182	0.03734278428491161	0	0.029390154298310066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007131434498854648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0031983403206984483	0.0005186497817348836	0	0	0.0002593248908674418	0.00017288326057829452	0	0	0
45822	S6_P_LT_35A	1.6793186285215111	1.022100895392007	0.021838829438742085	1.022100895392007	0.021838829438742085	0.0	0.0	0.0	0.0	1.0	0.0003930989298973575	0.020877920943437434	0	0	0	0	0	0	0	0	0.5969862415374536	0	0	0.15191089757588994	0.12260318846909805	0	0	0.08643808691854117	0	0	0	0	0	0.02118366455557982	0.007425202009172308	0	0	0.009303341340904128	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004149377593360996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45886	S2_P_ST_33B	3.0756562017498714	1.0144107050952136	0.017584491336421343	1.0141533710756563	0.017498713329902212	0.0	0.0	0.0002573340195573855	8.577800651912849e-05	1.0	0.0006862240521530279	0.020929833590667354	0	0	0	0	0	0	0	0	0.6313261279807857	0	0	0.13501458226110824	0.12154743523760508	0	0	0.07239663750214445	0	0	0	0	0	0.01878538342768914	0.011665808886601476	0	0.009264024704065878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45887	S2_P_ST_36B	2.7672172578752594	1.0138099106417546	0.02021843126635978	1.0138099106417546	0.02021843126635978	0.0	0.0	0.0	0.0	1.0	0.0007220868309414207	0.022023648343713332	0	0	0	0	0	0	0	0	0.6089899810452207	0	0	0.14631284411950538	0.12428919577579203	0	0	0.08186659445798357	0	0	0	0	0	0.016517736257785	0.013629388934019316	0	0.008394259409694016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45783	S2_P_ST_39B	1.6923846263751965	1.0265752250321474	0.020907748726008476	1.026432347478211	0.020860122874696387	0.0	0.0	0.00014287755393627662	4.76258513120922e-05	1.0	0.0004286326618088298	0.0213840072391294	0	0	0	0	0	0	0	0	0.6300423870076678	0.00433395246940039	0	0.13087583940562939	0.11468304995951803	0	0	0.08067819212268419	0	0	0	0	0	0.018002571795970854	0.00866790493880078	0	0	0.012716102300328618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
45909	S6_P_ST_30B	2.432282518258297	1.0181196265138208	0.01830452066192105	1.0181196265138208	0.01830452066192105	0.0	0.0	0.0	0.0	1.0	0.0007395765924008505	0.02579273365997966	0	0	0	0	0	0	0	0	0.6152352778034575	0	0	0.15614310807062956	0.11028935934177683	0	0	0.07580660072108718	0	0	0	0	0	0.016732920403069243	0.015068873070167329	0	0.010723860589812333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
